Name,OpName,FwOps,BwOps,AccOps,InputShapes,OutputShape
nlist_gather,MEM,"[('MEM', [(194304, 3)])]",[],[],"[(194304, 3)]","(194304, 3)"
env_gather,MEM,"[('MEM', [(1408, 138, 3)])]",[],[],"[(1408, 138, 3)]","(1408, 138, 3)"
env_diff_norm,VECadd,"[('VECadd', (194304, 3))]",[],[],"[(194304, 3), (194304, 3)]","(194304, 3)"
env_inv_r,VECmul,"[('VECmul', (194304, 4))]",[],[],"[(194304, 4)]","(194304, 4)"
env_smooth_weight,VECmul,"[('VECmul', (194304, 1))]",[],[],"[(194304, 1)]","(194304, 1)"
env_mat_mul,VECmul,"[('VECmul', (194304, 4))]",[],[],"[(194304, 4), (194304, 1)]","(194304, 4)"
env_normalize,VECadd,"[('VECadd', (194304, 4))]",[],[],"[(194304, 4), (194304, 4)]","(194304, 4)"
emb_t0_linear_0,Linear,"[('Linear', (64768, 1, 25))]",[],[],"[(64768, 1)]","(64768, 25)"
emb_t0_act_0,VECtanh,"[('VECtanh', (64768, 25))]",[],[],"[(64768, 25)]","(64768, 25)"
emb_t0_linear_1,Linear,"[('Linear', (64768, 25, 50))]",[],[],"[(64768, 25)]","(64768, 50)"
emb_t0_act_1,VECtanh,"[('VECtanh', (64768, 50))]",[],[],"[(64768, 50)]","(64768, 50)"
emb_t0_concat_1,MEM,"[('MEM', [(64768, 50)])]",[],[],"[(64768, 25)]","(64768, 50)"
emb_t0_res_1,VECadd,"[('VECadd', (64768, 50))]",[],[],"[(64768, 50), (64768, 50)]","(64768, 50)"
emb_t0_linear_2,Linear,"[('Linear', (64768, 50, 100))]",[],[],"[(64768, 50)]","(64768, 100)"
emb_t0_act_2,VECtanh,"[('VECtanh', (64768, 100))]",[],[],"[(64768, 100)]","(64768, 100)"
emb_t0_concat_2,MEM,"[('MEM', [(64768, 100)])]",[],[],"[(64768, 50)]","(64768, 100)"
emb_t0_res_2,VECadd,"[('VECadd', (64768, 100))]",[],[],"[(64768, 100), (64768, 100)]","(64768, 100)"
emb_t0_matmul,BMM,"[('BMM', (1408, 4, 46, 100))]",[],[],"[(1408, 46, 4), (1408, 46, 100)]","(1408, 4, 100)"
emb_t1_linear_0,Linear,"[('Linear', (129536, 1, 25))]",[],[],"[(129536, 1)]","(129536, 25)"
emb_t1_act_0,VECtanh,"[('VECtanh', (129536, 25))]",[],[],"[(129536, 25)]","(129536, 25)"
emb_t1_linear_1,Linear,"[('Linear', (129536, 25, 50))]",[],[],"[(129536, 25)]","(129536, 50)"
emb_t1_act_1,VECtanh,"[('VECtanh', (129536, 50))]",[],[],"[(129536, 50)]","(129536, 50)"
