Name,OpName,FwOps,BwOps,AccOps,InputShapes,OutputShape
nlist_gather,MEM,"[('MEM', [(122880, 3)])]",[],[],"[(122880, 3)]","(122880, 3)"
env_gather,MEM,"[('MEM', [(256, 480, 3)])]",[],[],"[(256, 480, 3)]","(256, 480, 3)"
env_diff_norm,VECadd,"[('VECadd', (122880, 3))]",[],[],"[(122880, 3), (122880, 3)]","(122880, 3)"
env_inv_r,VECmul,"[('VECmul', (122880, 4))]",[],[],"[(122880, 4)]","(122880, 4)"
env_smooth_weight,VECmul,"[('VECmul', (122880, 1))]",[],[],"[(122880, 1)]","(122880, 1)"
env_mat_mul,VECmul,"[('VECmul', (122880, 4))]",[],[],"[(122880, 4), (122880, 1)]","(122880, 4)"
env_normalize,VECadd,"[('VECadd', (122880, 4))]",[],[],"[(122880, 4), (122880, 4)]","(122880, 4)"
emb_t0_linear_0,Linear,"[('Linear', (20480, 1, 16))]",[],[],"[(20480, 1)]","(20480, 16)"
emb_t0_act_0,VECtanh,"[('VECtanh', (20480, 16))]",[],[],"[(20480, 16)]","(20480, 16)"
emb_t0_linear_1,Linear,"[('Linear', (20480, 16, 32))]",[],[],"[(20480, 16)]","(20480, 32)"
emb_t0_act_1,VECtanh,"[('VECtanh', (20480, 32))]",[],[],"[(20480, 32)]","(20480, 32)"
emb_t0_concat_1,MEM,"[('MEM', [(20480, 32)])]",[],[],"[(20480, 16)]","(20480, 32)"
emb_t0_res_1,VECadd,"[('VECadd', (20480, 32))]",[],[],"[(20480, 32), (20480, 32)]","(20480, 32)"
emb_t0_linear_2,Linear,"[('Linear', (20480, 32, 64))]",[],[],"[(20480, 32)]","(20480, 64)"
emb_t0_act_2,VECtanh,"[('VECtanh', (20480, 64))]",[],[],"[(20480, 64)]","(20480, 64)"
emb_t0_concat_2,MEM,"[('MEM', [(20480, 64)])]",[],[],"[(20480, 32)]","(20480, 64)"
emb_t0_res_2,VECadd,"[('VECadd', (20480, 64))]",[],[],"[(20480, 64), (20480, 64)]","(20480, 64)"
emb_t0_matmul,BMM,"[('BMM', (256, 4, 80, 64))]",[],[],"[(256, 80, 4), (256, 80, 64)]","(256, 4, 64)"
emb_t1_linear_0,Linear,"[('Linear', (20480, 1, 16))]",[],[],"[(20480, 1)]","(20480, 16)"
emb_t1_act_0,VECtanh,"[('VECtanh', (20480, 16))]",[],[],"[(20480, 16)]","(20480, 16)"
emb_t1_linear_1,Linear,"[('Linear', (20480, 16, 32))]",[],[],"[(20480, 16)]","(20480, 32)"
emb_t1_act_1,VECtanh,"[('VECtanh', (20480, 32))]",[],[],"[(20480, 32)]","(20480, 32)"
emb_t1_concat_1,MEM,"[('MEM', [(20480, 32)])]",[],[],"[(20480, 16)]","(20480, 32)"
emb_t1_res_1,VECadd,"[('VECadd', (20480, 32))]",[],[],"[(20480, 32), (20480, 32)]","(20480, 32)"
emb_t1_linear_2,Linear,"[('Linear', (20480, 32, 64))]",[],[],"[(20480, 32)]","(20480, 64)"
emb_t1_act_2,VECtanh,"[('VECtanh', (20480, 64))]",[],[],"[(20480, 64)]","(20480, 64)"
emb_t1_concat_2,MEM,"[('MEM', [(20480, 64)])]",[],[],"[(20480, 32)]","(20480, 64)"
emb_t1_res_2,VECadd,"[('VECadd', (20480, 64))]",[],[],"[(20480, 64), (20480, 64)]","(20480, 64)"
emb_t1_matmul,BMM,"[('BMM', (256, 4, 80, 64))]",[],[],"[(256, 80, 4), (256, 80, 64)]","(256, 4, 64)"
emb_t1_accum,VECadd,"[('VECadd', (256, 256))]",[],[],"[(256, 256), (256, 256)]","(256, 256)"
emb_t2_linear_0,Linear,"[('Linear', (20480, 1, 16))]",[],[],"[(20480, 1)]","(20480, 16)"
emb_t2_act_0,VECtanh,"[('VECtanh', (20480, 16))]",[],[],"[(20480, 16)]","(20480, 16)"
emb_t2_linear_1,Linear,"[('Linear', (20480, 16, 32))]",[],[],"[(20480, 16)]","(20480, 32)"
emb_t2_act_1,VECtanh,"[('VECtanh', (20480, 32))]",[],[],"[(20480, 32)]","(20480, 32)"
