Name,OpName,FwOps,BwOps,AccOps,InputShapes,OutputShape
nlist_gather,MEM,"[('MEM', [(35328, 3)])]",[],[],"[(35328, 3)]","(35328, 3)"
env_gather,MEM,"[('MEM', [(256, 138, 3)])]",[],[],"[(256, 138, 3)]","(256, 138, 3)"
env_diff_norm,VECadd,"[('VECadd', (35328, 3))]",[],[],"[(35328, 3), (35328, 3)]","(35328, 3)"
env_inv_r,VECmul,"[('VECmul', (35328, 4))]",[],[],"[(35328, 4)]","(35328, 4)"
env_smooth_weight,VECmul,"[('VECmul', (35328, 1))]",[],[],"[(35328, 1)]","(35328, 1)"
env_mat_mul,VECmul,"[('VECmul', (35328, 4))]",[],[],"[(35328, 4), (35328, 1)]","(35328, 4)"
env_normalize,VECadd,"[('VECadd', (35328, 4))]",[],[],"[(35328, 4), (35328, 4)]","(35328, 4)"
emb_t0_linear_0,Linear,"[('Linear', (11776, 1, 25))]",[],[],"[(11776, 1)]","(11776, 25)"
emb_t0_act_0,VECtanh,"[('VECtanh', (11776, 25))]",[],[],"[(11776, 25)]","(11776, 25)"
emb_t0_linear_1,Linear,"[('Linear', (11776, 25, 50))]",[],[],"[(11776, 25)]","(11776, 50)"
emb_t0_act_1,VECtanh,"[('VECtanh', (11776, 50))]",[],[],"[(11776, 50)]","(11776, 50)"
emb_t0_concat_1,MEM,"[('MEM', [(11776, 50)])]",[],[],"[(11776, 25)]","(11776, 50)"
emb_t0_res_1,VECadd,"[('VECadd', (11776, 50))]",[],[],"[(11776, 50), (11776, 50)]","(11776, 50)"
emb_t0_linear_2,Linear,"[('Linear', (11776, 50, 100))]",[],[],"[(11776, 50)]","(11776, 100)"
emb_t0_act_2,VECtanh,"[('VECtanh', (11776, 100))]",[],[],"[(11776, 100)]","(11776, 100)"
emb_t0_concat_2,MEM,"[('MEM', [(11776, 100)])]",[],[],"[(11776, 50)]","(11776, 100)"
emb_t0_res_2,VECadd,"[('VECadd', (11776, 100))]",[],[],"[(11776, 100), (11776, 100)]","(11776, 100)"
emb_t0_matmul,BMM,"[('BMM', (256, 4, 46, 100))]",[],[],"[(256, 46, 4), (256, 46, 100)]","(256, 4, 100)"
emb_t1_linear_0,Linear,"[('Linear', (23552, 1, 25))]",[],[],"[(23552, 1)]","(23552, 25)"
emb_t1_act_0,VECtanh,"[('VECtanh', (23552, 25))]",[],[],"[(23552, 25)]","(23552, 25)"
emb_t1_linear_1,Linear,"[('Linear', (23552, 25, 50))]",[],[],"[(23552, 25)]","(23552, 50)"
emb_t1_act_1,VECtanh,"[('VECtanh', (23552, 50))]",[],[],"[(23552, 50)]","(23552, 50)"
emb_t1_concat_1,MEM,"[('MEM', [(23552, 50)])]",[],[],"[(23552, 25)]","(23552, 50)"
emb_t1_res_1,VECadd,"[('VECadd', (23552, 50))]",[],[],"[(23552, 50), (23552, 50)]","(23552, 50)"
emb_t1_linear_2,Linear,"[('Linear', (23552, 50, 100))]",[],[],"[(23552, 50)]","(23552, 100)"
emb_t1_act_2,VECtanh,"[('VECtanh', (23552, 100))]",[],[],"[(23552, 100)]","(23552, 100)"
emb_t1_concat_2,MEM,"[('MEM', [(23552, 100)])]",[],[],"[(23552, 50)]","(23552, 100)"
emb_t1_res_2,VECadd,"[('VECadd', (23552, 100))]",[],[],"[(23552, 100), (23552, 100)]","(23552, 100)"
emb_t1_matmul,BMM,"[('BMM', (256, 4, 92, 100))]",[],[],"[(256, 92, 4), (256, 92, 100)]","(256, 4, 100)"
emb_t1_accum,VECadd,"[('VECadd', (256, 400))]",[],[],"[(256, 400), (256, 400)]","(256, 400)"
desc_normalize,VECmul,"[('VECmul', (256, 400))]",[],[],"[(256, 400)]","(256, 400)"
desc_final_matmul,BMM,"[('BMM', (256, 100, 4, 16))]",[],[],"[(256, 100, 4), (256, 4, 16)]","(256, 100, 16)"
desc_reshape,MEM,"[('MEM', [(256, 1600)])]",[],[],"[(256, 100, 16)]","(256, 1600)"
fit_linear_0,Linear,"[('Linear', (256, 1600, 240))]",[],[],"[(256, 1600)]","(256, 240)"
fit_act_0,VECtanh,"[('VECtanh', (256, 240))]",[],[],"[(256, 240)]","(256, 240)"
fit_linear_1,Linear,"[('Linear', (256, 240, 240))]",[],[],"[(256, 240)]","(256, 240)"
fit_act_1,VECtanh,"[('VECtanh', (256, 240))]",[],[],"[(256, 240)]","(256, 240)"
fit_res_1,VECadd,"[('VECadd', (256, 240))]",[],[],"[(256, 240), (256, 240)]","(256, 240)"
fit_linear_2,Linear,"[('Linear', (256, 240, 240))]",[],[],"[(256, 240)]","(256, 240)"
fit_act_2,VECtanh,"[('VECtanh', (256, 240))]",[],[],"[(256, 240)]","(256, 240)"
fit_res_2,VECadd,"[('VECadd', (256, 240))]",[],[],"[(256, 240), (256, 240)]","(256, 240)"
output_linear,Linear,"[('Linear', (256, 240, 1))]",[],[],"[(256, 240)]","(256, 1)"
energy_sum,VECadd,"[('VECadd', (256, 1))]",[],[],"[(256, 1)]","(1,)"
output_bw,Linear,"[('Linear', (256, 1, 240))]",[],[],"[(256, 1)]","(256, 240)"
fit_bw_input_2,Linear,"[('Linear', (256, 240, 240))]",[],[],"[(256, 240)]","(256, 240)"
fit_bw_act_2,VECmul,"[('VECmul', (256, 240))]",[],[],"[(256, 240), (256, 240)]","(256, 240)"
fit_bw_input_1,Linear,"[('Linear', (256, 240, 240))]",[],[],"[(256, 240)]","(256, 240)"
fit_bw_act_1,VECmul,"[('VECmul', (256, 240))]",[],[],"[(256, 240), (256, 240)]","(256, 240)"
fit_bw_input_0,Linear,"[('Linear', (256, 240, 1600))]",[],[],"[(256, 240)]","(256, 1600)"
fit_bw_act_0,VECmul,"[('VECmul', (256, 240))]",[],[],"[(256, 240), (256, 240)]","(256, 240)"
desc_bw_matmul,BMM,"[('BMM', (256, 100, 16, 4))]",[],[],"[(256, 100, 16)]","(256, 100, 4)"
emb_t0_bw_matmul,BMM,"[('BMM', (256, 46, 4, 100))]",[],[],"[(256, 4, 100)]","(256, 46, 100)"
emb_t0_bw_input_2,Linear,"[('Linear', (11776, 100, 50))]",[],[],"[(11776, 100)]","(11776, 50)"
emb_t0_bw_act_2,VECmul,"[('VECmul', (11776, 100))]",[],[],"[(11776, 100), (11776, 100)]","(11776, 100)"
emb_t0_bw_input_1,Linear,"[('Linear', (11776, 50, 25))]",[],[],"[(11776, 50)]","(11776, 25)"
emb_t0_bw_act_1,VECmul,"[('VECmul', (11776, 50))]",[],[],"[(11776, 50), (11776, 50)]","(11776, 50)"
emb_t0_bw_input_0,Linear,"[('Linear', (11776, 25, 1))]",[],[],"[(11776, 25)]","(11776, 1)"
